Table S1e Top ranked cell type-expressed genes based on human data					
					
Zhang2016_rank	Darmanis2015_rank	grand_rank	gene	Celltype	
1142	1170	1156	SHPRH	neu	
727.5	1586	1156.75	ARHGAP32	neu	
480.5	1833	1156.75	CLASP1	neu	
1254	1063	1158.5	MAP7D2	neu	
1514	803	1158.5	STRAP	neu	
1190.5	1127	1158.75	ZNF532	neu	
1283	1042	1162.5	AZIN1	neu	
980	1346	1163	SLC30A9	neu	
822.5	1504	1163.25	KIAA0368	neu	
1064	1264	1164	PGRMC1	neu	
964	1367	1165.5	MYEF2	neu	
511	1829	1170	DLGAP1	neu	
1770	571	1170.5	MTPAP	neu	
2286	55	1170.5	SMIM14	neu	
1551	791	1171	HMGCS1	neu	
947	1395	1171	PCDH7	neu	
1393	950	1171.5	PPM1H	neu	
1178.5	1166	1172.25	CAPRIN2	neu	
734	1612	1173	SYT16	neu	
838.5	1508	1173.25	RABEP1	neu	
1316.5	1032	1174.25	RAB30	neu	
1460.5	888	1174.25	RPL41	neu	
1715.5	634	1174.75	ABCA5	neu	
1587.5	762	1174.75	DPP10	neu	
1655.5	694	1174.75	SCG5	neu	
835	1515	1175	MYO9A	neu	
1208.5	1143	1175.75	STRBP	neu	
2056.5	296	1176.25	RBM6	neu	
2325	29	1177	PSMC2	neu	
1277	1078	1177.5	CYLD	neu	
1171	1187	1179	RAB11A	neu	
762.5	1596	1179.25	LNPEP	neu	
895.5	1464	1179.75	DYNC1I2	neu	
1839	522	1180.5	TSC1	neu	
1208.5	1154	1181.25	SPEN	neu	
718	1645	1181.5	NCOA7	neu	
470.5	1897	1183.75	NCOA2	neu	
1262.5	1110	1186.25	ZNF280D	neu	
868.5	1505	1186.75	ATF2	neu	
355	2019	1187	ASPH	neu	
1452	922	1187	PIAS1	neu	
1226	1153	1189.5	CCT2	neu	
1214	1165	1189.5	RUFY2	neu	
971.5	1411	1191.25	UBN2	neu	
1254	1129	1191.5	ATP6V1H	neu	
1221	1162	1191.5	HSPA4L	neu	
2026.5	358	1192.25	NASP	neu	
707	1681	1194	GNAO1	neu	
607	1785	1196	RAB6B	neu	
370.5	2022	1196.25	HLF	neu	
1456	937	1196.5	SLC25A36	neu	
1	3	2	MT-RNR2	oli	
4	1	2.5	PLP1	oli	
3	6	4.5	MT-CO1	oli	
6	11	8.5	MT-ND4	oli	
17	2	9.5	MALAT1	oli	
10	16	13	MBP	oli	
7	19	13	MT-CO2	oli	
9	18	13.5	MT-CYB	oli	
5	31	18	MT-CO3	oli	
16	20	18	SCD	oli	
30	8	19	SOX2-OT	oli	
28	12	20	HSP90AA1	oli	
15	25	20	MT-ND2	oli	
24	21	22.5	TF	oli	
37	9	23	CLDND1	oli	
47	4	25.5	DPYSL2	oli	
39	15	27	PCDH9	oli	
22	35	28.5	DST	oli	
25	33	29	MT-ATP6	oli	
34	30	32	ERMN	oli	
44	22	33	GLUL	oli	
2	64	33	MT-RNR1	oli	
31	36	33.5	CRYAB	oli	
13	56	34.5	MT-ND1	oli	
61	10	35.5	SLC44A1	oli	
27	46	36.5	ZEB2	oli	
48	27	37.5	MAP1B	oli	
50	26	38	TUBA1A	oli	
11	67	39	MT-ND5	oli	
74	7	40.5	CNP	oli	
54	29	41.5	GPM6B	oli	
41	49	45	QKI	oli	
67	23	45	SEPT7	oli	
78	13	45.5	TMEM144	oli	
58	37	47.5	SPP1	oli	
53	43	48	ACTB	oli	
64	40	52	LAMP2	oli	
42	62	52	OPALIN	oli	
23	84	53.5	EEF1A1	oli	
94	14	54	CALM2	oli	
84	24	54	FOS	oli	
14	96	55	MOBP	oli	
105	5	55	PIP4K2A	oli	
60	55	57.5	ENPP2	oli	
62	53	57.5	HSP90AB1	oli	
65	51	58	HSPA8	oli	
55	63	59	RTN4	oli	
76	47	61.5	EDIL3	oli	
26	109	67.5	APOD	oli	
71	65	68	QDPR	oli	
98	44	71	SLC24A2	oli	
85	57	71	TRIM2	oli	
91	54	72.5	EGR1	oli	
122	28	75	AMER2	oli	
59	91	75	CALM1	oli	
87	71	79	PTMA	oli	
81	79	80	SLAIN1	oli	
88	72	80	TTLL7	oli	
116	58	87	CNDP1	oli	
135	48	91.5	DDX5	oli	
108	76	92	CCDC88A	oli	
43	148	95.5	KIAA1598	oli	
129	66	97.5	SLC38A2	oli	
52	144	98	ARHGAP21	oli	
115	82	98.5	HNRNPA2B1	oli	
142	61	101.5	UGT8	oli	
96	110	103	SGK1	oli	
86	122	104	SEPT4	oli	
97	112	104.5	SCD5	oli	
117	93	105	HNRNPDL	oli	
179	34	106.5	H3F3B	oli	
100	121	110.5	ERBB2IP	oli	
70	163	116.5	SERINC1	oli	
63	171	117	SLCO1A2	oli	
134	103	118.5	SAT1	oli	
136	102	119	OMG	oli	
194	45	119.5	SLC12A2	oli	
66	180	123	ANK3	oli	
154	94	124	FRYL	oli	
163	89	126	LANCL1	oli	
101	156	128.5	ANLN	oli	
107	152	129.5	CLASP2	oli	
183	83	133	YWHAZ	oli	
139	128	133.5	FEZ1	oli	
167	100	133.5	HNRNPU	oli	
45	224	134.5	PTP4A2	oli	
140	134	137	SYT11	oli	
80	198	139	APC	oli	
138	145	141.5	RTN3	oli	
92	201	146.5	TULP4	oli	
209	85	147	NEAT1	oli	
123	174	148.5	EIF4A2	oli	
174	123	148.5	RNASE1	oli	
208	90	149	YWHAQ	oli	
260	41	150.5	DOCK5	oli	
233	69	151	FTL	oli	
165	137	151	S100B	oli	
110	194	152	FMNL2	oli	
103	204	153.5	PTPRD	oli	
126	190	158	RHOA	oli	
211	107	159	PMP22	oli	
243	75	159	RDX	oli	
132	189	160.5	SORT1	oli	
83	244	163.5	GPRC5B	oli	
219	115	167	FAM107B	oli	
32	304	168	BCAS1	oli	
128	208	168	PRUNE2	oli	
77	271	174	KIF1B	oli	
272	78	175	LINC00657	oli	
124	232	178	NUCKS1	oli	
51	305	178	SPTBN1	oli	
305	52	178.5	LIMCH1	oli	
325	32	178.5	STMN1	oli	
228	129	178.5	UBC	oli	
197	162	179.5	TAOK1	oli	
229	131	180	RBM39	oli	
95	268	181.5	MACF1	oli	
222	143	182.5	HHIP	oli	
221	147	184	NAP1L1	oli	
109	259	184	SEPT2	oli	
277	92	184.5	CDC42BPA	oli	
170	199	184.5	GOLGA7	oli	
36	333	184.5	LPAR1	oli	
20	349	184.5	MT-ND4L	oli	
144	226	185	NCAM1	oli	
273	99	186	ACTG1	oli	
192	181	186.5	TMBIM6	oli	
255	119	187	EIF1	oli	
127	247	187	EIF4G2	oli	
276	98	187	HSPH1	oli	
164	210	187	ST18	oli	
297	80	188.5	ITGB8	oli	
275	105	190	PEX5L	oli	
196	186	191	PCM1	oli	
147	238	192.5	RPL15	oli	
250	136	193	PTK2	oli	
202	191	196.5	SPAG9	oli	
112	286	199	CANX	oli	
249	155	202	ANK2	oli	
214	195	204.5	SF3B1	oli	
203	215	209	ADD3	oli	
200	219	209.5	RASSF2	oli	
288	132	210	CREB5	oli	
336	88	212	WSB1	oli	
224	203	213.5	ZNF638	oli	
143	287	215	DOCK10	oli	
306	125	215.5	DDX3X	oli	
314	118	216	PRKACB	oli	
266	167	216.5	ARAP2	oli	
186	250	218	CNTN2	oli	
212	229	220.5	DYNC1H1	oli	
321	120	220.5	PXK	oli	
158	285	221.5	SPOCK1	oli	
286	158	222	DNAJA1	oli	
131	317	224	CSDE1	oli	
18	433	225.5	HIPK2	oli	
296	161	228.5	SET	oli	
227	234	230.5	CADM2	oli	
423	39	231	CLDN11	oli	
102	360	231	RPL21	oli	
29	434	231.5	WNK1	oli	
104	361	232.5	RPL5	oli	
205	261	233	PICALM	oli	
220	255	237.5	MBNL2	oli	
133	342	237.5	SCARB2	oli	
75	403	239	DDX17	oli	
161	324	242.5	SECISBP2L	oli	
425	68	246.5	RFTN2	oli	
206	289	247.5	ALCAM	oli	
215	281	248	RHOU	oli	
351	149	250	SKP1	oli	
283	218	250.5	TTC3	oli	
372	133	252.5	MARCH6	oli	
280	230	255	PEG3	oli	
150	364	257	DICER1	oli	
377	140	258.5	GAPDH	oli	
195	323	259	PDE1C	oli	
156	363	259.5	ARPP19	oli	
191	330	260.5	CCP110	oli	
358	165	261.5	SARAF	oli	
216	313	264.5	KMT2C	oli	
415	114	264.5	SPOCK3	oli	
263	273	268	CSRP1	oli	
19	523	271	TPT1	oli	
362	188	275	ZFYVE16	oli	
240	311	275.5	DLG1	oli	
106	446	276	FOSB	oli	
375	179	277	ATP1B1	oli	
454	101	277.5	GLDN	oli	
485	77	281	DNM3	oli	
155	410	282.5	HSP90B1	oli	
111	456	283.5	ZC3H13	oli	
218	351	284.5	ATP8A1	oli	
431	138	284.5	TCF4	oli	
245	325	285	ST13	oli	
330	243	286.5	DNAJB1	oli	
492	81	286.5	RNF13	oli	
392	182	287	IDI1	oli	
318	258	288	ATP5B	oli	
418	159	288.5	NFIA	oli	
404	175	289.5	EIF5	oli	
232	347	289.5	MAP1A	oli	
159	421	290	AKAP6	oli	
89	492	290.5	FGF1	oli	
270	312	291	DYNC1I2	oli	
248	334	291	LDHB	oli	
290	293	291.5	MTUS1	oli	
352	231	291.5	SFPQ	oli	
523	60	291.5	SRSF3	oli	
514	70	292	CFL2	oli	
293	297	295	BAZ2B	oli	
291	306	298.5	PJA2	oli	
193	405	299	MAN2A1	oli	
393	206	299.5	PHYHIPL	oli	
550	50	300	HNRNPH1	oli	
166	436	301	ARHGAP5	oli	
498	106	302	BCLAF1	oli	
242	365	303.5	ZDHHC9	oli	
38	576	307	MAP4K4	oli	
188	428	308	HSD17B4	oli	
329	288	308.5	VPS13C	oli	
353	270	311.5	MAPRE2	oli	
511	113	312	CD9	oli	
430	197	313.5	PEBP1	oli	
456	173	314.5	MYO6	oli	
114	516	315	PLEKHB1	oli	
421	212	316.5	GNAI1	oli	
401	240	320.5	SON	oli	
603	38	320.5	SRSF6	oli	
259	383	321	PLEKHH1	oli	
271	373	322	KTN1	oli	
474	172	323	CPEB4	oli	
384	264	324	CLIC4	oli	
592	59	325.5	SERINC5	oli	
322	332	327	CLTC	oli	
500	164	332	LUC7L3	oli	
72	593	332.5	MTATP6P1	oli	
119	550	334.5	PPIA	oli	
238	432	335	DLG2	oli	
316	362	339	ITM2B	oli	
261	418	339.5	PRRC2C	oli	
396	292	344	PSEN1	oli	
505	185	345	LIPA	oli	
450	242	346	DAZAP2	oli	
292	408	350	ANKIB1	oli	
162	542	352	RPL7	oli	
409	296	352.5	MXI1	oli	
278	427	352.5	RPL3	oli	
198	509	353.5	IL6ST	oli	
327	381	354	EID1	oli	
628	87	357.5	MARCKS	oli	
343	375	359	OSBPL1A	oli	
494	227	360.5	BBX	oli	
178	554	366	BPTF	oli	
256	476	366	CDK19	oli	
113	626	369.5	HNRNPA1	oli	
495	248	371.5	GPBP1	oli	
328	416	372	ZNF24	oli	
594	151	372.5	NFIB	oli	
207	538	372.5	NPM1	oli	
217	535	376	CBX5	oli	
68	688	378	PAIP2B	oli	
365	396	380.5	CTNNA1	oli	
527	235	381	AMD1	oli	
285	482	383.5	ANKS1B	oli	
627	142	384.5	EVI2A	oli	
459	310	384.5	KIAA1244	oli	
440	329	384.5	SAR1B	oli	
467	303	385	PRKAR1A	oli	
213	558	385.5	CAMK2N1	oli	
79	692	385.5	NCL	oli	
176	597	386.5	DIP2B	oli	
700	74	387	MORF4L1	oli	
190	584	387	SLC1A3	oli	
317	458	387.5	KIAA1109	oli	
410	372	391	PDE8A	oli	
141	643	392	MT-ND6	oli	
507	278	392.5	KAT2B	oli	
509	277	393	RUFY3	oli	
315	472	393.5	PHLPP1	oli	
346	442	394	JMJD1C	oli	
299	490	394.5	NF1	oli	
422	368	395	HSPA5	oli	
569	222	395.5	CLK1	oli	
148	649	398.5	MRFAP1	oli	
684	116	400	PSAT1	oli	
399	404	401.5	RBPJ	oli	
651	153	402	SLC48A1	oli	
324	481	402.5	TCF12	oli	
57	749	403	APP	oli	
125	681	403	GAB1	oli	
376	430	403	KMT2E	oli	
554	252	403	NIPAL3	oli	
590	217	403.5	FUT8	oli	
437	371	404	HSPD1	oli	
307	504	405.5	SRSF5	oli	
180	633	406.5	RAPGEF5	oli	
688	126	407	BNIP3L	oli	
711	104	407.5	CD47	oli	
340	483	411.5	NFASC	oli	
281	544	412.5	PDE4B	oli	
644	183	413.5	NKTR	oli	
529	300	414.5	ANKRD12	oli	
295	534	414.5	HNRNPC	oli	
482	350	416	TMED10	oli	
383	451	417	USP9X	oli	
419	419	419	ELL2	oli	
253	589	421	TMSB4X	oli	
265	582	423.5	LPGAT1	oli	
453	395	424	XRCC5	oli	
73	778	425.5	RPS6	oli	
338	513	425.5	SERINC3	oli	
471	386	428.5	KIDINS220	oli	
652	209	430.5	HMGB1	oli	
609	254	431.5	ADAM10	oli	
356	507	431.5	RAD21	oli	
279	590	434.5	GRIA2	oli	
371	499	435	DNER	oli	
491	385	438	TAX1BP1	oli	
204	674	439	SPECC1	oli	
479	401	440	JAM3	oli	
741	141	441	SUGT1	oli	
472	415	443.5	GPR37	oli	
619	274	446.5	SSR1	oli	
678	216	447	FRMD4B	oli	
446	453	449.5	FOLH1	oli	
434	466	450	VAMP3	oli	
633	269	451	C1ORF198	oli	
641	262	451.5	SRSF7	oli	
738	168	453	RAP1GDS1	oli	
510	400	455	IVNS1ABP	oli	
344	567	455.5	CEP350	oli	
435	477	456	EPS15	oli	
632	282	457	PAPOLA	oli	
761	157	459	REEP3	oli	
751	169	460	TROVE2	oli	
395	528	461.5	WAC	oli	
339	586	462.5	ABCA8	oli	
486	441	463.5	HECTD1	oli	
548	379	463.5	ITCH	oli	
333	595	464	NIPBL	oli	
40	890	465	PKP4	oli	
897	42	469.5	ARRDC3	oli	
686	257	471.5	YWHAB	oli	
532	412	472	RAPGEF2	oli	
618	328	473	PNISR	oli	
608	340	474	FOXN2	oli	
654	295	474.5	TMEM59	oli	
611	338	474.5	VAPA	oli	
598	352	475	ZNF644	oli	
649	302	475.5	PPP2R2A	oli	
46	905	475.5	SLC1A2	oli	
638	314	476	SOD1	oli	
565	388	476.5	CLMN	oli	
187	766	476.5	HTRA1	oli	
714	239	476.5	RICTOR	oli	
646	309	477.5	PRNP	oli	
386	570	478	SEC62	oli	
381	579	480	TOP2B	oli	
589	374	481.5	HNRNPK	oli	
387	577	482	HNRNPH3	oli	
427	537	482	HP1BP3	oli	
682	283	482.5	RBM25	oli	
515	457	486	HSPA2	oli	
629	344	486.5	MAP4K5	oli	
754	225	489.5	FNIP1	oli	
605	377	491	RASGRP3	oli	
655	327	491	SEMA6A	oli	
736	249	492.5	SEMA4D	oli	
464	522	493	DYNLL1	oli	
777	213	495	ATRX	oli	
513	480	496.5	KLHL24	oli	
223	774	498.5	WDFY3	oli	
303	695	499	KMT2A	oli	
241	761	501	FGFR2	oli	
234	770	502	CCNI	oli	
480	524	502	PTP4A1	oli	
282	723	502.5	LIFR	oli	
312	693	502.5	USP54	oli	
246	760	503	GNAS	oli	
469	540	504.5	ASH1L	oli	
526	484	505	UBL3	oli	
625	387	506	OGT	oli	
596	417	506.5	HSPA9	oli	
896	117	506.5	PAFAH1B2	oli	
908	111	509.5	FAM171B	oli	
621	399	510	MDM4	oli	
521	503	512	SNX27	oli	
512	515	513.5	ZFR	oli	
807	221	514	SRSF11	oli	
226	803	514.5	PMP2	oli	
789	241	515	CNBP	oli	
607	425	516	CEP97	oli	
887	146	516.5	ARID5B	oli	
517	519	518	CHD7	oli	
574	465	519.5	VEZF1	oli	
704	337	520.5	SRSF2	oli	
615	429	522	CLCN3	oli	
823	223	523	ARL6IP5	oli	
671	378	524.5	PLEKHA1	oli	
447	606	526.5	MGA	oli	
411	647	529	HNRNPA3	oli	
934	124	529	MORF4L2	oli	
373	687	530	APBB2	oli	
520	541	530.5	MGEA5	oli	
681	380	530.5	POGZ	oli	
669	398	533.5	CDC42SE2	oli	
370	701	535.5	NCAM2	oli	
462	611	536.5	RNF141	oli	
716	358	537	PPA1	oli	
309	768	538.5	DNAJC6	oli	
760	321	540.5	GOLGA4	oli	
780	301	540.5	TTL	oli	
457	625	541	C8ORF46	oli	
764	318	541	N4BP2L2	oli	
571	514	542.5	B2M	oli	
766	322	544	ENAH	oli	
424	665	544.5	PSAP	oli	
1076	17	546.5	PPP1CB	oli	
334	763	548.5	GATM	oli	
832	266	549	CBR1	oli	
361	737	549	TGOLN2	oli	
311	793	552	PADI2	oli	
884	228	556	TCP1	oli	
731	382	556.5	GABARAPL2	oli	
496	618	557	TRA2B	oli	
762	353	557.5	KIF13B	oli	
576	539	557.5	NCOA7	oli	
837	279	558	AKAP9	oli	
443	673	558	TACC1	oli	
476	641	558.5	PLA2G16	oli	
367	752	559.5	RB1CC1	oli	
181	940	560.5	RAC1	oli	
1031	95	563	CA2	oli	
691	437	564	PPP1R9A	oli	
921	211	566	SRRM1	oli	
335	799	567	DENND5A	oli	
436	699	567.5	SEPT8	oli	
723	413	568	SRPK2	oli	
235	902	568.5	CHD9	oli	
791	348	569.5	HBS1L	oli	
567	575	571	SMARCA5	oli	
1035	108	571.5	PON2	oli	
483	668	575.5	RAB6A	oli	
417	736	576.5	FAM178A	oli	
448	705	576.5	LDLRAD4	oli	
562	596	579	PLLP	oli	
663	495	579	SRP14	oli	
364	800	582	KIF2A	oli	
1078	86	582	TOB1	oli	
758	406	582	TXNL1	oli	
298	867	582.5	CTNNA3	oli	
733	440	586.5	NFE2L2	oli	
595	578	586.5	PRDM2	oli	
673	502	587.5	ERBB3	oli	
378	797	587.5	MED13	oli	
1000	177	588.5	NECAB1	oli	
811	369	590	FBXL5	oli	
906	280	593	STXBP3	oli	
508	683	595.5	SIK3	oli	
878	316	597	RIF1	oli	
247	948	597.5	DOCK9	oli	
771	424	597.5	PROX1	oli	
546	651	598.5	DBI	oli	
382	818	600	EIF4G3	oli	
958	246	602	ZFAND5	oli	
563	648	605.5	FXR1	oli	
826	389	607.5	TMEM165	oli	
537	682	609.5	NPC1	oli	
239	982	610.5	NACA	oli	
781	443	612	CDV3	oli	
858	367	612.5	PSME4	oli	
612	615	613.5	PTN	oli	
413	816	614.5	RANBP2	oli	
676	555	615.5	UBE2D3	oli	
653	580	616.5	PREPL	oli	
407	827	617	MAP7	oli	
530	706	618	DDX6	oli	
981	256	618.5	NASP	oli	
541	700	620.5	PSD3	oli	
583	661	622	SEMA6D	oli	
452	794	623	PHF3	oli	
660	592	626	IQGAP1	oli	
579	684	631.5	GNAQ	oli	
980	284	632	MOSPD2	oli	
717	551	634	ZKSCAN1	oli	
428	845	636.5	MARCKSL1	oli	
69	1206	637.5	MAP4	oli	
445	833	639	SYNJ2	oli	
553	727	640	PLCL1	oli	
1209	73	641	TBL1XR1	oli	
1032	251	641.5	LINC00320	oli	
889	409	649	RASGEF1B	oli	
936	366	651	CDC42	oli	
429	874	651.5	SPTLC2	oli	
690	620	655	ELMO1	oli	
363	951	657	AFF4	oli	
822	493	657.5	UBXN4	oli	
747	569	658	APLP1	oli	
662	654	658	C4ORF3	oli	
894	423	658.5	TMEM87A	oli	
542	777	659.5	SPARC	oli	
398	923	660.5	ZC3H11A	oli	
732	591	661.5	GLG1	oli	
349	974	661.5	NRCAM	oli	
1022	307	664.5	RAB21	oli	
836	501	668.5	KIAA0232	oli	
680	658	669	CCNL1	oli	
332	1010	671	BTG2	oli	
705	638	671.5	MEGF9	oli	
533	815	674	SGCB	oli	
636	715	675.5	BACE1	oli	
518	834	676	MPDZ	oli	
461	894	677.5	SH3GL3	oli	
1203	154	678.5	KCNQ1OT1	oli	
776	583	679.5	SAMD8	oli	
432	929	680.5	BIRC6	oli	
168	1194	681	GPM6A	oli	
903	461	682	COPA	oli	
319	1046	682.5	EFCAB14	oli	
938	431	684.5	ADIPOR2	oli	
640	732	686	ANXA5	oli	
1056	319	687.5	ARID4B	oli	
503	879	691	GOLGB1	oli	
913	471	692	PHIP	oli	
687	702	694.5	WHSC1L1	oli	
783	608	695.5	PLD1	oli	
924	469	696.5	CD46	oli	
677	721	699	SPEN	oli	
665	735	700	ZMYM2	oli	
368	1035	701.5	PURA	oli	
1249	160	704.5	GLTP	oli	
1071	339	705	SKIL	oli	
616	798	707	TPR	oli	
388	1032	710	CNTNAP4	oli	
1128	294	711	RBBP6	oli	
834	588	711	TNRC6B	oli	
679	744	711.5	CYCS	oli	
1097	331	714	SBDS	oli	
885	543	714	ZNF280D	oli	
1074	355	714.5	ARIH1	oli	
348	1088	718	NAV1	oli	
1270	166	718	SCAF11	oli	
308	1129	718.5	SESTD1	oli	
656	781	718.5	TMTC2	oli	
171	1267	719	AGTPBP1	oli	
237	1201	719	RPL13A	oli	
667	771	719	SLTM	oli	
152	1287	719.5	RPL4	oli	
581	858	719.5	USP47	oli	
785	659	722	DMTF1	oli	
994	450	722	DSTN	oli	
1348	97	722.5	CXADR	oli	
566	880	723	GDI2	oli	
458	988	723	SCRN1	oli	
1050	397	723.5	ELOVL5	oli	
416	1033	724.5	TMEFF2	oli	
866	585	725.5	ZNF292	oli	
184	1269	726.5	NTRK2	oli	
374	1079	726.5	PAFAH1B1	oli	
746	712	729	DOCK4	oli	
199	1263	731	KCNJ10	oli	
987	478	732.5	HNRNPR	oli	
463	1002	732.5	NCOA4	oli	
534	932	733	MYO5A	oli	
950	520	735	RAB14	oli	
587	885	736	RSF1	oli	
577	897	737	FADS1	oli	
591	884	737.5	PAQR8	oli	
816	666	741	RBM5	oli	
465	1020	742.5	RAB3IP	oli	
645	842	743.5	CTTNBP2	oli	
828	670	749	YWHAG	oli	
1040	459	749.5	DMXL2	oli	
683	817	750	U2SURP	oli	
702	801	751.5	LSAMP	oli	
1205	298	751.5	SH3TC2	oli	
1049	455	752	MEGF10	oli	
544	961	752.5	NBR1	oli	
584	921	752.5	SH3D19	oli	
350	1157	753.5	GLUD1	oli	
852	660	756	ATG3	oli	
359	1158	758.5	USP34	oli	
1124	394	759	P2RX7	oli	
269	1249	759	RPS27A	oli	
1100	422	761	ANAPC5	oli	
931	594	762.5	TTC37	oli	
848	680	764	ACSL3	oli	
294	1234	764	EIF4B	oli	
838	696	767	PLEKHH2	oli	
1227	308	767.5	COL4A5	oli	
813	724	768.5	BOD1L1	oli	
426	1111	768.5	CD63	oli	
573	965	769	FBXO7	oli	
907	634	770.5	PHACTR3	oli	
983	563	773	SEL1L	oli	
604	945	774.5	CSE1L	oli	
726	824	775	DMD	oli	
1059	491	775	OIP5-AS1	oli	
637	916	776.5	STARD7	oli	
815	739	777	FDFT1	oli	
1004	559	781.5	FAR1	oli	
539	1024	781.5	STRN	oli	
570	995	782.5	CKAP5	oli	
915	652	783.5	FAM208A	oli	
586	984	785	NDUFA4	oli	
1060	511	785.5	KANK1	oli	
810	765	787.5	SENP6	oli	
699	878	788.5	ZFHX4	oli	
967	614	790.5	LRP4	oli	
1165	420	792.5	C10ORF90	oli	
728	863	795.5	CNDP2	oli	
790	802	796	CORO1C	oli	
1250	343	796.5	SEPW1	oli	
1331	267	799	DUSP10	oli	
750	848	799	TOMM20	oli	
962	637	799.5	MON2	oli	
698	901	799.5	PTPLAD1	oli	
403	1198	800.5	USP24	oli	
1261	341	801	CHP1	oli	
236	1366	801	SAP18	oli	
971	632	801.5	MKLN1	oli	
487	1117	802	FNBP1	oli	
773	831	802	PGRMC1	oli	
749	856	802.5	COPB2	oli	
1333	272	802.5	SLC38A1	oli	
257	1351	804	ANKRD40	oli	
1416	192	804	PTGES3	oli	
1008	607	807.5	CYLD	oli	
1487	130	808.5	C6ORF62	oli	
289	1328	808.5	H2AFV	oli	
93	1527	810	KIF5B	oli	
709	911	810	SETX	oli	
795	828	811.5	SLC11A2	oli	
657	970	813.5	CHD2	oli	
623	1005	814	CARNS1	oli	
920	711	815.5	CAND1	oli	
1011	621	816	MBNL1	oli	
405	1231	818	NEO1	oli	
547	1096	821.5	PPP2R2B	oli	
540	1105	822.5	HOOK3	oli	
1304	345	824.5	YPEL5	oli	
525	1125	825	HNRNPD	oli	
1245	407	826	ENPP4	oli	
797	855	826	HSD17B12	oli	
956	703	829.5	DDX1	oli	
1045	619	832	ARHGEF7	oli	
394	1271	832.5	RAB7A	oli	
893	772	832.5	ZNF207	oli	
1313	356	834.5	CHN2	oli	
528	1141	834.5	EIF3A	oli	
489	1184	836.5	ASPA	oli	
1176	498	837	RMND5A	oli	
1548	127	837.5	PTBP2	oli	
560	1118	839	CCSER2	oli	
258	1420	839	PIK3R1	oli	
937	748	842.5	IBTK	oli	
262	1424	843	TMOD2	oli	
722	966	844	SELT	oli	
1500	193	846.5	SRP9	oli	
1083	610	846.5	TAF7	oli	
1233	462	847.5	MT-ATP8	oli	
1025	671	848	EPB41L3	oli	
1033	663	848	RSRC2	oli	
444	1256	850	MYL6	oli	
1310	392	851	SREK1	oli	
963	741	852	SPG20	oli	
818	887	852.5	NEMF	oli	
857	850	853.5	CTNND2	oli	
1161	547	854	ACER3	oli	
1242	468	855	NKAIN2	oli	
1085	629	857	TSPAN7	oli	
943	775	859	HELZ	oli	
664	1054	859	ZNF532	oli	
12	1711	861.5	MTURN	oli	
1224	500	862	SBNO1	oli	
578	1148	863	RHOBTB3	oli	
1105	624	864.5	PDCD6IP	oli	
847	886	866.5	BRWD1	oli	
1125	609	867	MSMO1	oli	
984	750	867	SNHG14	oli	
602	1133	867.5	ABI2	oli	
875	861	868	SH3BGRL	oli	
1062	675	868.5	ANKRD28	oli	
1010	728	869	SNX6	oli	
1119	623	871	SLITRK2	oli	
630	1113	871.5	CDK6	oli	
932	812	872	SPRED1	oli	
1092	657	874.5	ENDOD1	oli	
1149	603	876	OCIAD1	oli	
1027	725	876	TSC22D1	oli	
798	955	876.5	RAB10	oli	
668	1091	879.5	IRF2BP2	oli	
300	1460	880	TRIP12	oli	
118	1644	881	KIF5A	oli	
516	1247	881.5	FCHSD2	oli	
151	1613	882	NDRG1	oli	
796	973	884.5	ATP5A1	oli	
1449	320	884.5	REEP5	oli	
1113	656	884.5	TIA1	oli	
1576	196	886	ZNF146	oli	
901	882	891.5	RAN	oli	
252	1533	892.5	PABPC1	oli	
137	1650	893.5	DYNC1LI2	oli	
1529	260	894.5	TMEM123	oli	
1026	767	896.5	BBS2	oli	
1345	448	896.5	SMAD2	oli	
1504	290	897	TSPYL1	oli	
824	975	899.5	CTNNB1	oli	
1171	628	899.5	RAB2A	oli	
1199	601	900	SNX30	oli	
1291	517	904	SEP15	oli	
995	819	907	PPP2R5C	oli	
1087	731	909	ENOPH1	oli	
478	1342	910	IDS	oli	
1360	463	911.5	MDM2	oli	
1549	275	912	CLOCK	oli	
772	1053	912.5	DDX18	oli	
438	1387	912.5	TNKS	oli	
659	1166	912.5	UBR3	oli	
661	1164	912.5	ZMYND11	oli	
900	927	913.5	ZZZ3	oli	
1323	506	914.5	KCNMB4	oli	
859	971	915	RAP2A	oli	
1017	814	915.5	PCF11	oli	
851	981	916	MAPK1	oli	
988	844	916	PIK3C3	oli	
1613	220	916.5	KCNJ2	oli	
1240	598	919	PPP1R12A	oli	
1213	631	922	SEC63	oli	
345	1501	923	BTBD3	oli	
805	1041	923	ZNF451	oli	
588	1260	924	APLP2	oli	
855	994	924.5	RPL10	oli	
130	1722	926	RPL9	oli	
768	1085	926.5	SMG1	oli	
172	1689	930.5	MAT2A	oli	
1337	526	931.5	AC018647.3	oli	
1430	435	932.5	TIAL1	oli	
1043	830	936.5	C21ORF91	oli	
267	1609	938	RPS20	oli	
1041	837	939	HSBP1	oli	
799	1080	939.5	MAP1LC3B	oli	
740	1142	941	LINC00641	oli	
397	1485	941	MYCBP2	oli	
842	1044	943	DHX9	oli	
1332	561	946.5	KLHL32	oli	
1429	464	946.5	SMARCA2	oli	
1387	512	949.5	CDH19	oli	
1234	667	950.5	RC3H1	oli	
