Table S1f Top ranked cell type-expressed genes based on mouse data						
						
Zhang2014_rank	Zeisel2014_rank	Tasic2016_rank	grand_rank	gene	Celltype	
896	1261	215	896	ENPP5	neu	
6388	419	897	897	NDUFA1	neu	
239	898	981	898	KIDINS220	neu	
1215	860	900	900	PPP2R2B	neu	
1031	901	764	901	EIF1AX	neu	
4403	874	902	902	CFDP1	neu	
1802	902	567	902	HACD3	neu	
902	750	2310	902	QKI	neu	
594	903	1503	903	PITPNA	neu	
343	1496	904	904	ABAT	neu	
904	1886	634	904	TIAL1	neu	
1465	905	479	905	BIRC6	neu	
905	1424	277	905	PLEKHB2	neu	
908	2212	584	908	SSR3	neu	
912	550	1275	912	BMPR2	neu	
6461	912	826	912	KCNAB1	neu	
2978	788	913	913	PPIG	neu	
1019	605	916	916	SRRM1	neu	
1361	708	917	917	ANKRD17	neu	
2213	917	732	917	ATP6V1G1	neu	
4029	920	654	920	MOB4	neu	
127	921	4283	921	CADM3	neu	
969	888	924	924	SPOP	neu	
1528	925	672	925	GTF3C2	neu	
474	926	1255	926	SCG3	neu	
385	929	1292	929	HUWE1	neu	
931	2192	614	931	HSPD1	neu	
1189	679	933	933	GAA	neu	
345	2225	935	935	DDB1	neu	
935	2545	774	935	FTO	neu	
936	704	4507	936	CELF5	neu	
2422	671	937	937	PPP1R9A	neu	
1141	937	362	937	TMEM59	neu	
7569	939	778	939	NLGN1	neu	
8381	382	940	940	GPR22	neu	
940	909	1290	940	PTEN	neu	
586	942	1601	942	EPM2AIP1	neu	
236	943	2101	943	DCAF7	neu	
6207	772	944	944	ENPP2	neu	
2229	944	762	944	FAR1	neu	
974	557	945	945	MT-ND6	neu	
921	948	2364	948	CAMSAP2	neu	
1413	949	810	949	EIF3C	neu	
138	1045	949	949	TPT1	neu	
3976	76	950	950	USMG5	neu	
1398	763	951	951	GDAP1	neu	
3244	951	869	951	PPFIA2	neu	
1098	724	953	953	RPL41	neu	
784	954	2808	954	WDR26	neu	
729	955	1055	955	BEX3	neu	
849	956	1728	956	UBR3	neu	
1353	916	957	957	AKAP6	neu	
1249	958	325	958	VSTM2A	neu	
665	1400	959	959	CPSF6	neu	
4838	959	405	959	HIGD1A	neu	
1359	960	860	960	ELAVL2	neu	
3067	152	963	963	EPHA4	neu	
547	964	1828	964	MAPK8	neu	
117	966	2710	966	NFASC	neu	
2094	968	451	968	ATAD1	neu	
446	1137	969	969	AP2A2	neu	
2673	969	477	969	DLD	neu	
1016	971	183	971	BRAF	neu	
4198	447	974	974	ADGRB3	neu	
976	747	1382	976	HERC2	neu	
531	977	2597	977	EIF4H	neu	
977	1072	772	977	RPL14	neu	
979	1980	218	979	KLF13	neu	
199	979	3790	979	SFPQ	neu	
980	817	2399	980	ANKRD11	neu	
13	1236	980	980	FOS	neu	
2555	981	446	981	DDX1	neu	
1426	784	982	982	BAIAP2	neu	
2857	982	384	982	VPS41	neu	
89	1279	983	983	VAMP2	neu	
1845	786	984	984	ATP8A1	neu	
984	596	2773	984	SEZ6	neu	
986	1415	871	986	COPA	neu	
987	554	1193	987	KMT2E	neu	
1523	987	399	987	PDHB	neu	
989	309	2342	989	RPS7	neu	
552	989	3116	989	SYT7	neu	
1439	990	907	990	METAP2	neu	
991	809	1011	991	CCT2	neu	
9735	899	992	992	FAM19A1	neu	
4885	992	456	992	RESP18	neu	
4337	835	995	995	C1D	neu	
563	995	3999	995	SLC6A6	neu	
1442	996	274	996	CDIP1	neu	
1718	997	53	997	NMT2	neu	
574	1247	997	997	TRO	neu	
484	998	3440	998	MLF2	neu	
3559	999	547	999	LY6E	neu	
1416	438	999	999	PRKCE	neu	
690	1000	3660	1000	WNK1	neu	
1512	757	1001	1001	DNAJA2	neu	
1259	1001	930	1001	PI4KA	neu	
2394	1006	594	1006	SLC39A10	neu	
3595	1007	464	1007	COPE	neu	
97	1292	1007	1007	UCHL1	neu	
3579	494	1008	1008	NEDD8	neu	
4016	1008	844	1008	SPCS1	neu	
1992	978	1009	1009	FRY	neu	
71	1009	2764	1009	MIAT	neu	
3223	1010	811	1010	EXOC3	neu	
553	1012	1149	1012	ABCC5	neu	
5128	135	1012	1012	C14ORF2	neu	
1013	946	5641	1013	CLTA	neu	
2848	1013	611	1013	PSMA1	neu	
510	1014	1941	1014	CAPRIN1	neu	
669	1015	1347	1015	SGIP1	neu	
416	1016	2701	1016	HDGFRP3	neu	
154	1018	5569	1018	DYNLL2	neu	
306	1019	1796	1019	ADD1	neu	
4244	1020	943	1020	NEMF	neu	
1084	600	1020	1020	RPS11	neu	
2878	1021	471	1021	NDUFS1	neu	
2602	301	1021	1021	SRP14	neu	
1021	868	1354	1021	USP34	neu	
4647	1022	998	1022	SAR1B	neu	
3080	1023	923	1023	PMM1	neu	
5257	1025	673	1025	PCDH7	neu	
1025	745	3377	1025	SPTBN2	neu	
501	1027	3834	1027	LAMP1	neu	
3604	907	1029	1029	DNAJC8	neu	
1029	1674	114	1029	ENO1	neu	
1083	1029	946	1029	NCOA1	neu	
1788	829	1034	1034	RSRC2	neu	
833	3412	1036	1036	NONO	neu	
3671	1037	740	1037	PSMA5	neu	
1286	1038	716	1038	EPRS	neu	
436	1039	7661	1039	GNB2	neu	
651	1107	1041	1041	DNAJC6	neu	
427	1043	4113	1043	NFE2L1	neu	
10304	1044	391	1044	LAMP5	neu	
1153	1047	266	1047	C16ORF45	neu	
2353	693	1047	1047	TTLL7	neu	
3623	663	1048	1048	ST8SIA3	neu	
5461	1050	474	1050	NDUFS7	neu	
1540	729	1051	1051	NUCKS1	neu	
2977	1051	609	1051	SDHD	neu	
260	2118	1052	1052	FNBP1L	neu	
165	1053	1085	1053	APC	neu	
1053	182	1973	1053	ZEB2	neu	
3294	1054	516	1054	TONSL	neu	
375	2846	1054	1054	TUBB4B	neu	
1884	1058	666	1058	ACAT1	neu	
1237	1059	973	1059	STX7	neu	
603	5142	1060	1060	EEF1G	neu	
5593	229	1062	1062	MAL2	neu	
1062	1110	865	1062	TGOLN2	neu	
3485	628	1063	1063	NDUFB11	neu	
559	1063	1834	1063	ZMYND11	neu	
1064	471	1120	1064	EEF1B2	neu	
981	1064	1216	1064	NXF1	neu	
8019	384	1067	1067	NEFL	neu	
1067	3874	113	1067	PRUNE2	neu	
4146	1068	890	1068	SFR1	neu	
1069	859	2298	1069	LRP11	neu	
4982	1070	975	1070	DAD1	neu	
1071	1477	1072	1072	SLC2A3	neu	
1074	387	1534	1074	NCOR1	neu	
1076	263	2181	1076	SLC12A5	neu	
458	1077	1130	1077	GPRASP2	neu	
1077	669	1211	1077	PDE2A	neu	
3078	537	1079	1079	GTF2H5	neu	
643	1079	6656	1079	JPH4	neu	
1042	1080	1994	1080	ENAH	neu	
1010	4117	1080	1080	UBE2H	neu	
856	1082	1918	1082	NPEPPS	neu	
1085	941	1476	1085	RPL19	neu	
3249	792	1086	1086	EIF3K	neu	
3749	331	1087	1087	CDKL5	neu	
1375	1088	402	1088	ANKRD46	neu	
1088	538	1403	1088	RPS19	neu	
3136	411	1089	1089	TCEB2	neu	
1092	1046	4350	1092	TMEFF1	neu	
1880	151	1092	1092	WASF1	neu	
1224	1093	801	1093	ZNF706	neu	
2731	351	1094	1094	ANKRD12	neu	
448	1094	1578	1094	INA	neu	
3748	369	1095	1095	CTTNBP2	neu	
2556	1096	822	1096	CNRIP1	neu	
3273	472	1096	1096	MAP7D2	neu	
1337	497	1097	1097	PAK3	neu	
215	1098	1385	1098	ROBO2	neu	
1099	436	1807	1099	GABBR2	neu	
813	1101	1778	1101	HSPA9	neu	
4605	678	1101	1101	NDUFS4	neu	
2375	810	1103	1103	SORBS2	neu	
3156	973	1106	1106	EFR3A	neu	
957	1393	1108	1108	MICAL2	neu	
1768	1108	558	1108	RAB18	neu	
196	1109	2945	1109	ATP9A	neu	
1110	213	2175	1110	THY1	neu	
421	1112	3293	1112	DDX6	neu	
952	4558	1115	1115	RPL21	neu	
1116	5369	450	1116	HMGB1	neu	
1312	1118	757	1118	SH3BGRL	neu	
1121	1635	812	1121	LONRF2	neu	
859	1467	1121	1121	RPL32	neu	
798	1281	1122	1122	SCRN1	neu	
462	1123	8893	1123	DLG4	neu	
1127	928	2044	1127	TM9SF3	neu	
1457	975	1128	1128	GABARAP	neu	
1128	1125	1681	1128	LANCL1	neu	
1441	1128	363	1128	SRSF7	neu	
1129	1280	996	1129	CCT6A	neu	
1130	353	1956	1130	CCDC88A	neu	
1609	1130	809	1130	SDF4	neu	
1135	5650	681	1135	RAB11B	neu	
1057	1135	2763	1135	TNKS2	neu	
1136	1422	66	1136	SLC25A5	neu	
7046	526	1137	1137	NDUFA12	neu	
159	1138	2547	1138	ELAVL3	neu	
1138	878	3169	1138	TTYH1	neu	
5590	1105	1140	1140	PFDN1	neu	
1513	1002	1142	1142	APPBP2	neu	
971	1143	2261	1143	CUL3	neu	
1143	3719	667	1143	KMT2D	neu	
4096	1144	597	1144	SPOCK3	neu	
6001	1145	709	1145	NDUFS8	neu	
1146	1071	2479	1146	RAB11A	neu	
1147	1319	457	1147	ARGLU1	neu	
2769	1147	836	1147	EIF3I	neu	
3568	1148	723	1148	COPS7A	neu	
7118	881	1148	1148	KCNJ3	neu	
763	1149	2161	1149	UHMK1	neu	
837	1152	1761	1152	ARNT2	neu	
998	3750	1153	1153	GM3764	neu	
705	1153	3667	1153	STRN4	neu	
1111	1154	1696	1154	TRANK1	neu	
2110	1156	727	1156	ATF2	neu	
1156	777	1663	1156	PBX1	neu	
2625	1157	406	1157	RIT2	neu	
821	2730	1159	1159	RPL15	neu	
7671	1160	262	1160	PPM1K	neu	
762	1729	1161	1161	IPO9	neu	
1162	1401	623	1162	GMFB	neu	
387	1162	2286	1162	STMN4	neu	
2915	891	1163	1163	KCNQ3	neu	
1228	1033	1164	1164	DMTN	neu	
1577	1165	575	1165	NDUFS2	neu	
799	1167	3888	1167	RAB10	neu	
4713	712	1167	1167	REPS2	neu	
1168	2514	595	1168	HIPK1	neu	
3353	573	1169	1169	NDUFA10	neu	
5893	1169	1110	1169	NDUFA7	neu	
1170	3203	1157	1170	DLX6OS1	neu	
1554	590	1172	1172	ASH1L	neu	
1201	354	1174	1174	GABRB3	neu	
1334	1174	101	1174	SSR1	neu	
1251	808	1176	1176	CDK14	neu	
2453	440	1177	1177	ALCAM	neu	
8110	254	1178	1178	NEUROD6	neu	
178	1178	9226	1178	NRXN2	neu	
1068	1180	2490	1180	CACNA2D3	neu	
1009	1669	1181	1181	GLYR1	neu	
1181	1024	3112	1181	RPS16	neu	
958	1182	1747	1182	WDFY3	neu	
422	1278	1183	1183	SLC2A13	neu	
960	1454	1184	1184	KIT	neu	
1667	935	1188	1188	WDR47	neu	
1172	3763	1191	1191	CA10	neu	
1851	1192	689	1192	LMBRD1	neu	
741	1193	2263	1193	AP3D1	neu	
1194	940	1724	1194	ARHGEF9	neu	
2710	1195	789	1195	NICN1	neu	
939	1795	1196	1196	USP11	neu	
2	1	1	1	PLP1	oli	
928	2	2	2	MALAT1	oli	
1	15	3	3	MBP	oli	
5	6	13	6	MT-CO1	oli	
4	25	7	7	CNP	oli	
7	9	21	9	MAL	oli	
108	10	4	10	CA2	oli	
19	4	10	10	MT-CYB	oli	
8	13	31	13	SCD	oli	
26	14	9	14	ENPP2	oli	
12	18	14	14	FTH1	oli	
22	3	16	16	MT-RNR2	oli	
98	17	12	17	QKI	oli	
20	5	22	20	MT-ND1	oli	
1871	20	5	20	PTGDS	oli	
21	19	40	21	MOG	oli	
23	345	6	23	TUBB4A	oli	
41	21	24	24	SYT11	oli	
25	8	75	25	MT-RNR1	oli	
3	26	37	26	MOBP	oli	
10	27	49	27	CLDN11	oli	
280	29	26	29	SEPT7	oli	
30	16	61	30	UGT8	oli	
11	31	161	31	APLP1	oli	
31	244	28	31	TUBA1A	oli	
29	32	34	32	TSPAN2	oli	
24	33	48	33	EEF1A1	oli	
16	301	33	33	SIRT2	oli	
34	54	18	34	SEPT4	oli	
36	22	151	36	APP	oli	
14	36	4741	36	LARS2	oli	
37	12	100	37	MT-ND2	oli	
200	23	38	38	ERMN	oli	
87	24	42	42	GPM6B	oli	
42	50	30	42	HSP90AB1	oli	
194	43	29	43	RNF13	oli	
6	45	399	45	RN18S-RS5	oli	
101	46	11	46	ACTB	oli	
46	56	19	46	CD81	oli	
906	48	8	48	DPYSL2	oli	
52	49	44	49	FEZ1	oli	
49	30	98	49	MT-ND4	oli	
85	53	25	53	CRYAB	oli	
9	55	142	55	MAG	oli	
57	7	57	57	APOD	oli	
370	59	27	59	GATM	oli	
69	41	67	67	KIF1B	oli	
55	101	68	68	CERS2	oli	
13	68	187	68	GSN	oli	
70	52	136	70	TMSB4Y	oli	
71	39	477	71	TMEM88B	oli	
72	34	109	72	HMGCS1	oli	
38	72	671	72	LAMP1	oli	
303	62	74	74	SERINC1	oli	
210	57	77	77	PTPRD	oli	
642	77	36	77	SLC38A2	oli	
82	38	78	78	MT-ND5	oli	
80	61	1089	80	S100B	oli	
96	80	71	80	TALDO1	oli	
81	3925	20	81	HSPA8	oli	
371	81	51	81	VMP1	oli	
133	85	76	85	QDPR	oli	
68	100	87	87	TPPP	oli	
247	76	88	88	OPALIN	oli	
399	63	90	90	PCDH9	oli	
180	44	91	91	CALM1	oli	
544	83	93	93	TF	oli	
218	40	94	94	GLUL	oli	
357	95	52	95	CD9	oli	
109	82	95	95	GPR37	oli	
537	96	58	96	EPB4.1L3	oli	
63	98	2294	98	AATK	oli	
100	704	69	100	CKB	oli	
149	86	101	101	CMTM5	oli	
447	104	85	104	GJC3	oli	
172	78	104	104	YWHAQ	oli	
136	106	60	106	PSAT1	oli	
428	108	59	108	CANX	oli	
422	107	108	108	OMG	oli	
27	215	111	111	NFASC	oli	
658	37	113	113	ASPA	oli	
62	114	708	114	FKBP1A	oli	
15	174	116	116	PLEKHB1	oli	
778	117	117	117	SYPL	oli	
60	118	130	118	SLC44A1	oli	
749	120	70	120	HNRNPA2B1	oli	
122	397	65	122	TMBIM6	oli	
123	393	53	123	ALDOA	oli	
155	123	115	123	TMEFF2	oli	
161	124	56	124	FNBP1	oli	
710	116	125	125	EDIL3	oli	
126	230	17	126	PPP1R16B	oli	
94	127	1199	127	CNTN2	oli	
129	73	741	129	ITM2B	oli	
153	130	62	130	YWHAE	oli	
131	97	265	131	NPC2	oli	
913	79	133	133	CALM2	oli	
239	134	99	134	PRDX1	oli	
190	93	135	135	RPL4	oli	
273	91	137	137	CDC42	oli	
138	69	314	138	RPS3	oli	
142	113	1308	142	CST3	oli	
90	528	143	143	PLLP	oli	
104	143	249	143	SLC48A1	oli	
111	145	344	145	STMN4	oli	
353	150	150	150	BPGM	oli	
151	502	72	151	TECR	oli	
33	153	170	153	PEA15	oli	
154	67	256	154	PTN	oli	
134	211	156	156	EIF4G2	oli	
115	158	2917	158	DDR1	oli	
378	51	158	158	SLC12A2	oli	
141	160	1092	160	RTN3	oli	
175	162	82	162	LPAR1	oli	
162	2098	140	162	PTMA	oli	
319	163	15	163	ADO	oli	
163	65	218	163	RTN4	oli	
215	156	165	165	2810468N07RIK	oli	
165	498	43	165	CTSB	oli	
1120	166	163	166	EIF4A2	oli	
493	74	166	166	KCNA1	oli	
53	170	1848	170	OLIG1	oli	
170	436	46	170	UBC	oli	
171	89	586	171	RPS9	oli	
311	102	172	172	ANK3	oli	
188	172	105	172	DEGS1	oli	
173	138	322	173	SECISBP2L	oli	
672	178	144	178	SELK	oli	
169	179	960	179	SV2A	oli	
1957	183	182	183	ATP6AP2	oli	
520	142	185	185	ELOVL5	oli	
4386	186	154	186	SNAP25	oli	
186	132	537	186	WNK1	oli	
372	187	106	187	SLC25A4	oli	
43	188	524	188	ABCA2	oli	
435	148	188	188	ARL6IP1	oli	
64	191	514	191	DESI1	oli	
179	943	191	191	PCYT2	oli	
102	192	9951	192	MIR6236	oli	
174	7028	193	193	RPL3	oli	
195	194	197	195	ACOT7	oli	
926	195	132	195	EFCAB14	oli	
368	196	103	196	ATP6AP1	oli	
196	326	23	196	TTYH2	oli	
197	176	831	197	FAM168A	oli	
341	201	177	201	MAPT	oli	
106	202	264	202	NDRG1	oli	
539	203	121	203	LITAF	oli	
1197	47	206	206	DBI	oli	
198	206	2518	206	TSPAN3	oli	
118	207	726	207	GAS7	oli	
1267	75	208	208	CD47	oli	
208	355	212	212	TMEM63A	oli	
3150	190	213	213	ZDHHC20	oli	
395	129	217	217	AKR1A1	oli	
229	217	63	217	NCAM1	oli	
217	90	283	217	PDLIM2	oli	
320	218	50	218	UBL3	oli	
887	220	202	220	SKP1	oli	
219	375	223	223	C20ORF194	oli	
224	412	167	224	ELOVL1	oli	
140	225	1545	225	CYP51	oli	
1318	128	226	226	ANK2	oli	
1264	164	231	231	MDH1	oli	
231	337	41	231	RAB31	oli	
602	234	86	234	ENPP6	oli	
95	403	235	235	GLTP	oli	
235	637	159	235	PPP2R1A	oli	
152	913	236	236	REEP5	oli	
237	1071	149	237	CTSD	oli	
213	241	240	240	TMBIM1	oli	
3483	240	164	240	TNFAIP6	oli	
524	157	244	244	HSBP1	oli	
244	131	336	244	KCNJ10	oli	
245	249	228	245	APLP2	oli	
448	133	246	246	FOS	oli	
159	246	1384	246	SEPT8	oli	
156	5917	247	247	PPIA	oli	
248	66	523	248	PRNP	oli	
313	70	250	250	MSMO1	oli	
1295	251	169	251	CNBP	oli	
641	254	32	254	SEPT2	oli	
256	398	160	256	AGPAT4	oli	
61	256	747	256	FA2H	oli	
595	257	146	257	CLASP2	oli	
259	84	748	259	FABP5	oli	
75	872	260	260	MYRF	oli	
1263	259	261	261	CCP110	oli	
551	261	139	261	JAM3	oli	
261	245	526	261	OSBPL1A	oli	
264	2731	186	264	PKM	oli	
89	264	3870	264	TMEM151A	oli	
1086	223	266	266	HSP90B1	oli	
121	267	415	267	ATP5B	oli	
1201	268	55	268	DIP2B	oli	
269	121	1516	269	NUDT4	oli	
275	270	127	270	ARPC1A	oli	
2726	271	120	271	FOXN3	oli	
243	275	595	275	KLHL2	oli	
249	276	872	276	SORT1	oli	
377	140	276	276	TTLL7	oli	
238	377	280	280	ATP5A1	oli	
51	3873	281	281	CFL1	oli	
600	281	199	281	HSPA5	oli	
228	425	282	282	PLEKHA1	oli	
288	209	1702	288	ANKS1B	oli	
289	60	487	289	DPY19L1	oli	
9026	289	148	289	RGS5	oli	
2556	290	287	290	ARRDC3	oli	
185	7731	292	292	SEPW1	oli	
485	293	107	293	TMEM59	oli	
444	296	291	296	DSTN	oli	
621	200	298	298	FIS1	oli	
298	2208	124	298	LGMN	oli	
301	243	885	301	SLAIN1	oli	
120	302	953	302	RHOB	oli	
240	303	348	303	EML1	oli	
902	154	304	304	IL1RAP	oli	
305	2585	222	305	CD82	oli	
306	169	446	306	RPS5	oli	
250	307	1206	307	ELAVL3	oli	
1324	288	307	307	SLC24A2	oli	
308	761	234	308	SEP15	oli	
105	796	309	309	ADD1	oli	
6941	208	310	310	SNHG11	oli	
2060	210	312	312	SEC11C	oli	
265	313	456	313	ENDOD1	oli	
315	2886	168	315	EIF1	oli	
1712	316	263	316	SF3B1	oli	
1144	317	290	317	CLCN4-2	oli	
317	232	420	317	SPTBN1	oli	
318	197	395	318	SCCPDH	oli	
113	318	1385	318	WSCD1	oli	
35	967	320	320	BCAS1	oli	
1061	320	189	320	LAMP2	oli	
321	580	200	321	GJB1	oli	
76	321	631	321	RPSA	oli	
114	8552	323	323	GAPDH	oli	
1536	87	324	324	GAS5	oli	
325	227	448	325	RPS14	oli	
1619	284	326	326	CA14	oli	
2351	286	330	330	MATR3	oli	
389	331	278	331	ATP8A1	oli	
28	452	331	331	EEF2	oli	
645	58	333	333	SEPP1	oli	
285	333	472	333	SERINC5	oli	
833	334	210	334	LAP3	oli	
44	335	340	335	KIF1A	oli	
629	137	335	335	ZEB2	oli	
336	740	84	336	GDI1	oli	
839	336	209	336	PDE4B	oli	
168	624	338	338	ABHD4	oli	
1214	339	195	339	GHITM	oli	
187	340	3369	340	EPHB1	oli	
333	342	444	342	ADI1	oli	
1005	231	342	342	BCAP31	oli	
345	744	204	345	WBP2	oli	
744	250	347	347	DYNC1I2	oli	
349	272	1065	349	MYL6	oli	
351	8095	245	351	AP2M1	oli	
223	3168	351	351	COX4I1	oli	
766	351	288	351	SEMA6A	oli	
777	352	308	352	CFL2	oli	
352	105	3003	352	RPS24	oli	
241	4691	354	354	PHGDH	oli	
297	354	676	354	RPL8	oli	
233	1836	355	355	ACO2	oli	
2338	228	356	356	VBP1	oli	
291	661	357	357	PAPSS1	oli	
1015	357	327	357	TMEM50A	oli	
674	358	232	358	ATP6V0B	oli	
559	312	358	358	PSMB1	oli	
283	584	359	359	PRKAR1A	oli	
1583	360	45	360	CSDE1	oli	
97	361	774	361	EFNB3	oli	
184	362	956	362	ACLY	oli	
362	171	912	362	REEP3	oli	
271	364	1411	364	ADAMTS4	oli	
364	323	366	364	MYO6	oli	
365	5596	175	365	STMN1	oli	
2968	366	364	366	R3HDM1	oli	
367	408	267	367	S100A16	oli	
8748	226	368	368	SERPINB1A	oli	
112	6698	370	370	FTL1	oli	
9636	371	332	371	NEAT1	oli	
1998	168	372	372	TRIM2	oli	
373	212	2227	373	RPS7	oli	
183	373	1449	373	TTYH1	oli	
975	374	339	374	VDAC2	oli	
375	315	1643	375	CPE	oli	
358	426	379	379	GABARAP	oli	
881	380	239	380	ATP5F1	oli	
380	185	1390	380	ATXN7L3B	oli	
948	64	381	381	GRB14	oli	
1222	71	382	382	SON	oli	
572	274	384	384	DOCK10	oli	
1196	347	385	385	PSMB6	oli	
570	386	119	386	EPS15	oli	
606	252	387	387	SEZ6L2	oli	
1309	388	302	388	PPP1CB	oli	
127	389	982	389	CLIC4	oli	
604	112	390	390	DYNLL1	oli	
419	390	277	390	TMCC3	oli	
3723	392	377	392	TAOK1	oli	
393	440	96	393	H3F3B	oli	
394	327	1715	394	LRRN1	oli	
470	394	207	394	TSPAN7	oli	
1051	314	396	396	RNF141	oli	
400	282	832	400	RPS3A	oli	
401	3391	131	401	FYN	oli	
508	401	269	401	HNRNPC	oli	
783	177	401	401	PRKACB	oli	
1667	402	253	402	CD63	oli	
2039	149	402	402	MT1E	oli	
404	99	2487	404	SLC1A2	oli	
500	144	404	404	TMEFF1	oli	
1714	161	407	407	TCF4	oli	
4387	263	410	410	RBM25	oli	
359	411	605	411	HMGCR	oli	
754	233	412	412	ATP5C1	oli	
412	969	353	412	CDIP1	oli	
5626	391	414	414	PNISR	oli	
415	940	411	415	FDFT1	oli	
443	159	416	416	DDX5	oli	
924	417	328	417	FGFR2	oli	
421	559	47	421	GNB1	oli	
1458	349	422	422	PSMC1	oli	
1204	119	423	423	ATP6V1A	oli	
78	423	776	423	DENND5A	oli	
423	278	1595	423	EEF1B2	oli	
424	311	3292	424	CAMK2N1	oli	
1617	341	425	425	ARPP19	oli	
834	368	426	426	ATP6V1E1	oli	
426	480	157	426	HSP90AA1	oli	
427	547	153	427	CTSA	oli	
816	434	305	434	VPS35	oli	
1511	435	303	435	SOX2OT	oli	
1068	438	270	438	BNIP3L	oli	
440	489	255	440	CTSV	oli	
1412	441	284	441	PAIP2	oli	
1193	205	447	447	CLCN3	oli	
47	447	2168	447	PACS2	oli	
737	379	449	449	HSD17B12	oli	
1183	449	179	449	YWHAZ	oli	
515	450	311	450	NEDD4	oli	
387	2114	452	452	ARF1	oli	
609	454	80	454	HNRNPK	oli	
947	455	79	455	STRN	oli	
457	294	2284	457	COX8A	oli	
669	458	268	458	LMBRD1	oli	
189	459	3666	459	PPP2R2C	oli	
293	460	4606	460	GDE1	oli	
561	461	64	461	MAP1B	oli	
437	462	619	462	ASRGL1	oli	
943	465	129	465	TMOD2	oli	
877	322	466	466	CYB5A	oli	
467	308	908	467	NRBP2	oli	
340	618	467	467	RHOG	oli	
164	468	582	468	TSC22D4	oli	
580	470	469	470	C18ORF32	oli	
99	471	2409	471	SLC22A17	oli	
201	472	2767	472	MON2	oli	
473	1232	89	473	MAP1LC3B	oli	
392	476	1684	476	USP54	oli	
476	573	468	476	VAMP3	oli	
128	478	814	478	DYNC1H1	oli	
818	344	479	479	CHMP5	oli	
252	716	481	481	P4HB	oli	
481	3364	285	481	RAB7A	oli	
941	483	176	483	RNF7	oli	
518	484	114	484	DAZAP2	oli	
484	262	4226	484	RPS20	oli	
1864	173	485	485	GPM6A	oli	
1238	415	486	486	ERBB2IP	oli	
222	487	2170	487	DIP2A	oli	
450	488	1144	488	ACSL3	oli	
1099	332	488	488	SPCS1	oli	
489	424	596	489	OTUD7B	oli	
274	2422	492	492	DDB1	oli	
492	325	1000	492	MAP7	oli	
390	493	1101	493	GNB2L1	oli	
494	310	2093	494	SERINC3	oli	
1969	495	317	495	CAPZA2	oli	
5296	258	495	495	GRIA2	oli	
495	189	519	495	PICALM	oli	
67	497	1519	497	CALM3	oli	
497	712	483	497	SDF4	oli	
77	2239	502	502	SEMA4D	oli	
418	503	543	503	RPL14	oli	
504	453	1733	504	RAB10	oli	
335	504	944	504	RPL41	oli	
381	505	735	505	PLAT	oli	
841	437	505	505	PSMC3	oli	
5883	506	489	506	ATRX	oli	
1922	507	431	507	PSMB2	oli	
410	509	2283	509	SARAF	oli	
1963	512	437	512	1700047M11RIK	oli	
1063	513	443	513	UQCRC2	oli	
1559	514	254	514	DNAJA1	oli	
73	516	563	516	MAP1A	oli	
516	136	857	516	MT-ND6	oli	
203	8957	517	517	GPR17	oli	
977	519	361	519	SDHB	oli	
2609	521	413	521	FAR1	oli	
145	522	1583	522	SHISA4	oli	
666	524	118	524	CLDND1	oli	
503	525	1443	525	ARHGEF2	oli	
1239	413	525	525	HMOX2	oli	
2236	526	508	526	VIMP	oli	
124	1133	527	527	GOLGA7	oli	
1585	529	490	529	RAB18	oli	
2072	530	520	530	VDAC3	oli	
616	482	531	531	PAK1	oli	
531	265	2450	531	RAB6A	oli	
4126	534	373	534	PRRG1	oli	
277	535	986	535	NPC1	oli	
211	1238	535	535	RPL7	oli	
445	537	1767	537	ATP2A2	oli	
1972	378	540	540	MAGT1	oli	
276	541	968	541	GNAO1	oli	
541	381	951	541	PRR5L	oli	
1750	427	541	541	VPS29	oli	
84	542	1896	542	MAP4K4	oli	
206	543	663	543	DYNC1LI2	oli	
93	544	766	544	GNA12	oli	
4330	363	545	545	LUC7L3	oli	
254	546	1209	546	APC	oli	
2154	474	547	547	ENPP4	oli	
547	784	81	547	USP22	oli	
4474	548	518	548	GM28933	oli	
322	549	1488	549	RPL19	oli	
117	1783	550	550	RPLP0	oli	
684	550	110	550	SSR3	oli	
91	701	551	551	APBB1	oli	
552	369	608	552	EPN2	oli	
177	1741	553	553	PKP4	oli	
148	553	1447	553	RALGDS	oli	
327	554	5313	554	GAMT	oli	
555	1800	83	555	GSTP1	oli	
1677	247	555	555	TMEM229A	oli	
557	815	294	557	CDC42SE2	oli	
1444	213	557	557	NDUFA3	oli	
337	557	3043	557	PPP2CA	oli	
1979	560	474	560	NDUFV2	oli	
560	324	1035	560	SPAG9	oli	
2590	562	346	562	MAST4	oli	
564	831	507	564	MAPRE1	oli	
1449	565	436	565	ADH5	oli	
565	292	2094	565	ATP1A2	oli	
369	1129	565	565	MRFAP1	oli	
3594	566	500	566	TAX1BP1	oli	
791	567	152	567	PFN2	oli	
284	568	5061	568	ARPC1B	oli	
4367	572	230	572	PLS1	oli	
574	300	1892	574	RPLP2	oli	
653	575	301	575	TXNDC16	oli	
660	576	145	576	BZW1	oli	
7387.5	329	576	576	ZBTB20	oli	
793	581	403	581	ARSG	oli	
730	582	494	582	SARS	oli	
2087	295	583	583	S100A1	oli	
584	655	243	584	ENOPH1	oli	
137	585	1828	585	MARCH8	oli	
3551	479	585	585	SLU7	oli	
